Date,Open,High,Low,Close,Adj Close,Volume,Day
11/8/1982,4.674446,4.759436,4.589456,4.589456,3.202772,600,1573
11/9/1982,4.589456,4.759436,4.589456,4.589456,3.202772,8600,1574
11/10/1982,4.759436,4.844426,4.759436,4.759436,3.321392,13300,1575
11/11/1982,4.759436,4.844426,4.674446,4.674446,3.262082,4600,1576
11/12/1982,4.759436,4.844426,4.759436,4.759436,3.321392,400,1577
11/15/1982,4.929416,5.014406,4.929416,4.929416,3.440015,1600,1578
11/16/1982,4.929416,5.014406,4.929416,4.929416,3.440015,6800,1579
11/17/1982,4.929416,5.014406,4.929416,4.929416,3.440015,1400,1580
11/18/1982,4.929416,5.099395,4.929416,4.929416,3.440015,8800,1581
11/19/1982,5.184385,5.269375,5.184385,5.184385,3.617947,11200,1582
11/22/1982,5.184385,5.354365,5.184385,5.184385,3.617947,1300,1583
11/23/1982,5.184385,5.269375,5.099395,5.099395,3.558636,0,1584
11/24/1982,5.269375,5.354365,5.269375,5.269375,3.677257,100,1585
11/26/1982,5.269375,5.439355,5.269375,5.269375,3.677257,300,1586
11/29/1982,5.354365,5.524345,5.354365,5.354365,3.736569,6700,1587
11/30/1982,5.354365,5.439355,5.354365,5.354365,3.736569,6200,1588
12/1/1982,5.439355,5.524345,5.439355,5.439355,3.79588,900,1589
12/2/1982,5.439355,5.524345,5.354365,5.354365,3.736569,3600,1590
12/3/1982,5.354365,5.524345,5.354365,5.354365,3.736569,3700,1591
12/6/1982,5.609335,5.694325,5.609335,5.609335,3.914501,6900,1592
12/7/1982,5.779315,5.864305,5.779315,5.779315,4.033121,7700,1593
12/8/1982,5.779315,5.864305,5.694325,5.694325,3.97381,700,1594
12/9/1982,5.694325,5.694325,5.609335,5.609335,3.914501,4000,1595
12/10/1982,5.609335,5.694325,5.524345,5.524345,3.855189,100,1596
12/13/1982,5.524345,5.694325,5.439355,5.439355,3.79588,1300,1597
12/14/1982,5.439355,5.694325,5.439355,5.439355,3.79588,100,1598
12/15/1982,5.439355,5.439355,5.439355,5.439355,3.79588,0,1599
12/16/1982,5.439355,5.524345,5.439355,5.439355,3.79588,600,1600
12/17/1982,5.439355,5.609335,5.439355,5.439355,3.79588,1700,1601
12/20/1982,5.439355,5.524345,5.439355,5.439355,3.79588,1500,1602
12/21/1982,5.439355,5.609335,5.439355,5.439355,3.79588,800,1603
12/22/1982,5.524345,5.609335,5.524345,5.524345,3.855189,300,1604
12/23/1982,5.949295,6.034285,5.949295,5.949295,4.151743,6700,1605
12/27/1982,6.459234,6.544224,6.459234,6.459234,4.507607,2900,1606
12/28/1982,6.459234,6.544224,6.289255,6.289255,4.388983,3900,1607
12/29/1982,6.289255,6.459234,6.289255,6.289255,4.388983,800,1608
12/30/1982,6.374244,6.544224,6.374244,6.374244,4.448295,12100,1609
12/31/1982,6.374244,6.374244,6.374244,6.374244,4.448295,0,1610
1/3/1983,6.459234,6.544224,6.459234,6.459234,4.507607,500,1611
1/4/1983,6.459234,6.544224,6.459234,6.459234,4.507607,6700,1612
1/5/1983,6.459234,6.459234,6.289255,6.289255,4.388983,3700,1613
